Название группы,Фраза (с минус-словами),Продуктивность,ID объявления,Заголовок,Текст,Ссылка
мрт домодедово текстильщики,"""мрт домодедово текстильщики""",7.2,2101705156,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт юзао,"""!мрт !домодедово !текстильщики""",5.8,2101705156,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт юзао,мрт домодедово текстильщики -ул,7.7,2101705156,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт юзао,"""мрт юзао""",6.8,2101705158,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт лосиноостровская,"""!мрт !юзао""",6.8,2101705158,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт лосиноостровская,мрт юзао -головы -москвы -позвоночника -сделать -цена,6.7,2101705158,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт лосиноостровская,"""мрт лосиноостровская""",6.8,2101705159,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт юго западная,"""!мрт !лосиноостровская""",6.8,2101705159,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт юго западная,мрт лосиноостровская -39 -головы -позвоночника -сделать -цена,6.7,2101705159,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт юго западная,"""мрт юго западная""",7.7,2101705161,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт беляево,"""!мрт !юго !западная""",7.7,2101705161,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт беляево,мрт юго западная -метро,7.5,2101705161,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт беляево,"""мрт беляево""",6.8,2101705162,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт южная,"""!мрт !беляево""",6.8,2101705162,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт южная,мрт беляево -головы -метро -позвоночника -сделать -цена,6.5,2101705162,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт южная,"""!мрт !южная""",3.4,2101705164,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт в вао,"""мрт южная""",3.4,2101705164,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт в вао,мрт южная -бутово -головы -округ -позвоночника -сделать -цена,6.7,2101705164,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт в вао,"""мрт в вао""",8.7,2101705166,МРТ в ВАО Москвы от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8efe80b27c&utm_content=dev_{device_type}
мрт сити,"""!мрт !в !вао""",8.7,2101705166,МРТ в ВАО Москвы от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8efe80b27c&utm_content=dev_{device_type}
мрт сити,мрт в вао -головы -москвы -позвоночника -сделать -цена,7.4,2101705166,МРТ в ВАО Москвы от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8efe80b27c&utm_content=dev_{device_type}
